X;Y;Z;Pitch;Yaw;Roll;Time
7230.0;6640.0;91.2;0.0;170.0;0.0;0.3;
7048.1;6745.9;86.5;0.0;170.0;0.0;1.0;
7032.4;6746.7;77.1;0.0;170.0;0.0;2.0;
7028.3;6738.0;80.9;0.0;170.0;0.0;3.0;
7075.2;6738.1;84.9;0.0;170.0;0.0;4.0;
7112.5;6740.3;88.3;0.0;170.0;0.0;5.0;
7137.0;6732.5;86.7;0.0;170.0;0.0;6.0;
7082.0;6729.5;86.1;0.0;170.0;0.0;7.0;
7036.8;6730.8;83.5;0.0;170.0;0.0;8.0;
7032.8;6731.4;81.5;0.0;170.0;0.0;9.0;
7012.3;6723.3;81.6;0.0;170.0;0.0;10.0;
